context,actual_next_token,predicted_next_token,is_correct
"tensor([[25,  1, 20,  1, 16,  0, 23,  1, 20,  1, 13,  1,  9,  1, 25,  0, 29, 30,
         26, 27, 31,  3, 23,  4,  0]])",2,2,True
"tensor([[25,  1, 20,  1, 16,  0, 23,  1, 20,  1, 13,  1,  9,  1, 25,  0, 29, 30,
         26, 27, 31,  3, 23,  4,  0,  2]])",1,1,True
"tensor([[25,  1, 20,  1, 16,  0, 23,  1, 20,  1, 13,  1,  9,  1, 25,  0, 29, 30,
         26, 27, 31,  3, 23,  4,  0,  2,  1]])",28,28,True
"tensor([[25,  1, 20,  1, 16,  0, 23,  1, 20,  1, 13,  1,  9,  1, 25,  0, 29, 30,
         26, 27, 31,  3, 23,  4,  0,  2,  1, 28]])",32,32,True
"tensor([[25,  1, 20,  1, 16,  0, 23,  1, 20,  1, 13,  1,  9,  1, 25,  0, 29, 30,
         26, 27, 31,  3, 23,  4,  0,  2,  1, 28, 32]])",31,31,True
"tensor([[25,  1, 20,  1, 16,  0, 23,  1, 20,  1, 13,  1,  9,  1, 25,  0, 29, 30,
         26, 27, 31,  3, 23,  4,  0,  2,  1, 28, 32, 31]])",29,29,True
"tensor([[25,  1, 20,  1, 16,  0, 23,  1, 20,  1, 13,  1,  9,  1, 25,  0, 29, 30,
         26, 27, 31,  3, 23,  4,  0,  2,  1, 28, 32, 31, 29]])",32,32,True
"tensor([[25,  1, 20,  1, 16,  0, 23,  1, 20,  1, 13,  1,  9,  1, 25,  0, 29, 30,
         26, 27, 31,  3, 23,  4,  0,  2,  1, 28, 32, 31, 29, 32]])",31,31,True
"tensor([[25,  1, 20,  1, 16,  0, 23,  1, 20,  1, 13,  1,  9,  1, 25,  0, 29, 30,
         26, 27, 31,  3, 23,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31]])",0,0,True
"tensor([[25,  1, 20,  1, 16,  0, 23,  1, 20,  1, 13,  1,  9,  1, 25,  0, 29, 30,
         26, 27, 31,  3, 23,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0]])",2,2,True
"tensor([[25,  1, 20,  1, 16,  0, 23,  1, 20,  1, 13,  1,  9,  1, 25,  0, 29, 30,
         26, 27, 31,  3, 23,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2]])",1,1,True
"tensor([[25,  1, 20,  1, 16,  0, 23,  1, 20,  1, 13,  1,  9,  1, 25,  0, 29, 30,
         26, 27, 31,  3, 23,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1]])",10,10,True
"tensor([[25,  1, 20,  1, 16,  0, 23,  1, 20,  1, 13,  1,  9,  1, 25,  0, 29, 30,
         26, 27, 31,  3, 23,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         10]])",8,8,True
"tensor([[25,  1, 20,  1, 16,  0, 23,  1, 20,  1, 13,  1,  9,  1, 25,  0, 29, 30,
         26, 27, 31,  3, 23,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         10,  8]])",15,15,True
tensor([[25]]),1,1,True
"tensor([[25,  1]])",20,6,False
"tensor([[25,  1, 20]])",1,1,True
"tensor([[25,  1, 20,  1]])",18,10,False
"tensor([[25,  1, 20,  1, 18]])",0,0,True
"tensor([[25,  1, 20,  1, 18,  0]])",21,24,False
"tensor([[25,  1, 20,  1, 18,  0, 21]])",1,1,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1]])",20,20,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20]])",1,1,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1]])",13,25,False
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13]])",0,0,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0]])",29,29,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29]])",30,30,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30]])",26,26,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26]])",27,27,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27]])",31,31,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31]])",3,3,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3]])",25,21,False
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3,
         25]])",1,1,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3,
         25,  1]])",9,9,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3,
         25,  1,  9]])",1,1,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3,
         25,  1,  9,  1]])",21,17,False
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3,
         25,  1,  9,  1, 21]])",4,4,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3,
         25,  1,  9,  1, 21,  4]])",0,0,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3,
         25,  1,  9,  1, 21,  4,  0]])",2,2,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3,
         25,  1,  9,  1, 21,  4,  0,  2]])",1,1,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3,
         25,  1,  9,  1, 21,  4,  0,  2,  1]])",28,28,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3,
         25,  1,  9,  1, 21,  4,  0,  2,  1, 28]])",32,32,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3,
         25,  1,  9,  1, 21,  4,  0,  2,  1, 28, 32]])",31,31,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3,
         25,  1,  9,  1, 21,  4,  0,  2,  1, 28, 32, 31]])",29,29,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3,
         25,  1,  9,  1, 21,  4,  0,  2,  1, 28, 32, 31, 29]])",32,32,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3,
         25,  1,  9,  1, 21,  4,  0,  2,  1, 28, 32, 31, 29, 32]])",31,31,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3,
         25,  1,  9,  1, 21,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31]])",0,0,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3,
         25,  1,  9,  1, 21,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0]])",2,2,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3,
         25,  1,  9,  1, 21,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2]])",1,1,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3,
         25,  1,  9,  1, 21,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1]])",12,12,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3,
         25,  1,  9,  1, 21,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         12]])",8,8,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3,
         25,  1,  9,  1, 21,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         12,  8]])",16,16,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3,
         25,  1,  9,  1, 21,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         12,  8, 16]])",16,16,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3,
         25,  1,  9,  1, 21,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         12,  8, 16, 16]])",16,16,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3,
         25,  1,  9,  1, 21,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         12,  8, 16, 16, 16]])",16,16,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3,
         25,  1,  9,  1, 21,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         12,  8, 16, 16, 16, 16]])",16,16,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3,
         25,  1,  9,  1, 21,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         12,  8, 16, 16, 16, 16, 16]])",16,16,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3,
         25,  1,  9,  1, 21,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         12,  8, 16, 16, 16, 16, 16, 16]])",16,16,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3,
         25,  1,  9,  1, 21,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         12,  8, 16, 16, 16, 16, 16, 16, 16]])",16,16,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3,
         25,  1,  9,  1, 21,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         12,  8, 16, 16, 16, 16, 16, 16, 16, 16]])",16,16,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3,
         25,  1,  9,  1, 21,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         12,  8, 16, 16, 16, 16, 16, 16, 16, 16, 16]])",16,16,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3,
         25,  1,  9,  1, 21,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         12,  8, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]])",16,16,True
"tensor([[25,  1, 20,  1, 18,  0, 21,  1, 20,  1, 13,  0, 29, 30, 26, 27, 31,  3,
         25,  1,  9,  1, 21,  4,  0,  2,  1, 28, 32, 31, 29, 32, 31,  0,  2,  1,
         12,  8, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]])",16,16,True
